date,frp50,n50,frp100,n100,frp200,n200,frpup100,nup100,frpup200,nup200
2015-01-01,3.85,1.0,14.22,4.0,55.15,13.0,9.82,2.83,18.17,5.72
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.0,8.45,3.0,13.08,4.0,7.55,2.56,11.89,3.49
2015-01-05,1.89,1.0,61.0,21.0,98.4,33.0,22.49,7.98,34.51,10.17
2015-01-06,7.64,3.0,60.59,21.0,74.49,27.0,10.12,3.67,13.82,5.35
2015-01-07,0.0,0.0,0.0,0.0,8.88,3.0,0.0,0.0,4.1,1.41
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.0,7.5,1.0,13.19,3.0,0.0,0.0,2.01,0.96
2015-01-10,48.02,14.0,336.58,101.0,391.74,117.0,20.77,6.62,34.97,11.19
2015-01-11,9.53,3.0,14.69,5.0,32.75,9.0,7.27,2.03,7.27,2.03
2015-01-12,0.62,1.0,75.08,27.0,189.64,57.0,48.92,18.81,130.38,39.7
2015-01-13,2.43,1.0,40.05,13.0,74.44,27.0,18.91,6.34,26.42,9.91
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.27,1.0,11.82,6.0,41.25,15.0,5.53,3.46,18.71,5.87
2015-01-16,16.14,6.0,99.35,33.0,152.51,56.0,21.13,7.02,34.67,12.71
2015-01-17,0.0,0.0,32.33,8.0,53.47,13.0,17.5,4.5,28.41,6.99
2015-01-18,1.99,1.0,24.26,8.0,24.26,8.0,16.26,4.85,16.26,4.85
2015-01-19,21.95,6.0,58.18,15.0,62.01,17.0,22.6,5.63,24.76,6.71
2015-01-20,0.0,0.0,0.0,0.0,23.64,6.0,0.0,0.0,0.0,0.0
2015-01-21,1.98,1.0,72.75,23.0,138.41,39.0,42.97,13.13,98.12,26.25
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,0.0,34.04,3.0,0.0,0.0,2.53,0.15
2015-01-24,0.0,0.0,3.21,1.0,3.21,1.0,0.0,0.0,0.0,0.0
2015-01-25,7.08,1.0,20.36,5.0,34.25,9.0,4.82,1.58,6.99,2.25
2015-01-26,0.0,0.0,18.68,5.0,20.25,6.0,11.24,2.69,11.24,2.69
2015-01-27,0.0,0.0,31.44,12.0,73.91,28.0,7.08,2.52,18.13,6.71
2015-01-28,22.06,4.0,41.28,8.0,61.32,13.0,15.87,1.84,18.45,2.58
2015-01-29,2.9,2.0,35.04,10.0,81.11,22.0,12.16,3.56,16.24,4.74
2015-01-30,7.5,2.0,64.49,17.0,163.01,49.0,0.14,0.04,2.46,0.49
2015-01-31,15.04,4.0,162.1,34.0,534.84,65.0,28.99,9.47,49.57,12.46
2015-02-01,3.92,2.0,95.6,25.0,280.48,78.0,40.23,7.36,122.56,30.28
2015-02-02,19.55,4.0,37.57,9.0,86.51,18.0,26.43,6.58,45.61,9.64
2015-02-03,8.45,3.0,28.04,11.0,149.95,23.0,19.95,7.44,96.41,12.15
2015-02-04,0.0,0.0,3.19,1.0,16.06,5.0,2.95,0.93,2.95,0.93
2015-02-05,7.02,3.0,86.91,26.0,195.88,53.0,11.32,2.75,15.46,4.41
2015-02-06,11.62,6.0,140.76,37.0,288.71,83.0,52.26,16.72,110.89,31.77
2015-02-07,29.36,9.0,206.98,56.0,395.89,104.0,124.41,34.77,248.21,62.04
2015-02-08,16.26,3.0,115.91,22.0,205.89,43.0,42.61,6.74,51.8,8.72
2015-02-09,0.0,0.0,51.95,14.0,147.33,40.0,16.26,3.98,22.19,5.29
2015-02-10,0.0,0.0,80.93,9.0,196.34,34.0,17.81,1.81,27.16,4.31
2015-02-11,52.29,10.0,122.94,30.0,253.91,62.0,27.79,8.75,49.58,11.88
2015-02-12,4.09,3.0,137.9,41.0,296.05,82.0,44.17,10.28,61.39,14.36
2015-02-13,9.34,3.0,127.6,22.0,212.37,45.0,3.85,1.2,8.47,2.8
2015-02-14,14.13,5.0,119.56,29.0,226.91,57.0,46.94,9.01,70.28,16.45
2015-02-15,29.11,5.0,83.87,26.0,180.07,55.0,32.66,8.5,54.21,18.54
2015-02-16,1.27,2.0,31.48,7.0,69.64,14.0,1.14,0.27,33.63,5.97
2015-02-17,27.42,3.0,156.17,40.0,325.5,90.0,39.38,9.96,123.36,37.89
2015-02-18,9.1,3.0,74.79,17.0,176.95,45.0,11.73,3.45,32.99,8.54
2015-02-19,6.04,3.0,20.88,8.0,134.47,26.0,6.08,1.68,35.0,8.36
2015-02-20,0.57,1.0,15.25,6.0,43.14,12.0,6.74,1.85,8.22,2.52
2015-02-21,2.3,2.0,17.77,8.0,128.81,27.0,0.94,1.04,17.95,3.92
2015-02-22,42.69,5.0,52.71,9.0,189.76,36.0,3.2,2.21,18.11,4.8
2015-02-23,5.51,3.0,75.06,16.0,159.67,37.0,38.62,8.25,83.68,17.87
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,0.0,0.0,0.0,0.0,14.74,4.0,0.0,0.0,1.93,0.64
2015-02-26,0.98,1.0,23.2,7.0,53.71,17.0,11.3,3.71,20.22,6.41
2015-02-27,13.65,4.0,72.49,21.0,122.0,37.0,42.04,12.13,75.05,22.02
2015-02-28,6.05,2.0,18.54,6.0,75.01,21.0,3.68,1.08,25.23,9.09
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-02,0.0,0.0,0.0,0.0,0.49,1.0,0.0,0.0,0.0,0.0
2015-03-03,0.28,1.0,0.28,1.0,1.36,3.0,0.15,0.53,0.15,0.53
2015-03-04,0.63,1.0,3.92,4.0,15.74,11.0,2.32,0.98,2.46,1.03
2015-03-05,4.28,6.0,26.57,12.0,104.99,50.0,3.28,1.54,41.02,13.96
2015-03-06,0.0,0.0,2.95,1.0,53.16,16.0,0.0,0.0,17.3,4.45
2015-03-07,10.37,3.0,30.66,7.0,77.92,17.0,3.15,1.33,14.79,3.97
2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,1.18,2.0,1.71,3.0,43.15,10.0,0.41,0.85,3.37,1.63
2015-03-10,1.84,4.0,18.16,11.0,127.37,36.0,10.29,4.14,14.65,5.48
2015-03-11,7.83,3.0,37.47,12.0,80.31,27.0,14.06,3.93,19.05,5.47
2015-03-12,0.0,0.0,49.66,10.0,152.39,29.0,17.82,3.89,53.32,8.52
2015-03-13,4.38,2.0,40.6,10.0,74.0,15.0,37.4,8.91,45.56,10.63
2015-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-15,0.0,0.0,0.4,1.0,0.64,2.0,0.01,0.02,0.08,0.31
2015-03-16,6.66,3.0,33.03,11.0,123.77,27.0,4.69,1.94,58.96,11.37
2015-03-17,0.0,0.0,18.03,5.0,130.79,22.0,9.03,2.13,27.47,4.43
2015-03-18,0.62,1.0,75.86,8.0,115.42,21.0,35.41,1.15,36.12,2.11
2015-03-19,4.17,1.0,9.65,4.0,50.08,16.0,1.55,0.48,18.27,4.02
2015-03-20,0.99,2.0,30.22,6.0,77.81,15.0,5.15,1.74,10.78,3.07
2015-03-21,2.85,1.0,20.78,7.0,71.31,19.0,11.35,3.44,14.56,4.91
2015-03-22,12.77,2.0,25.81,5.0,126.07,22.0,3.66,0.75,10.06,2.03
2015-03-23,0.0,0.0,5.31,2.0,72.77,8.0,0.76,0.42,20.14,2.1
2015-03-24,0.0,0.0,10.44,3.0,53.9,10.0,0.66,0.15,8.67,1.49
2015-03-25,3.93,1.0,9.07,2.0,49.61,14.0,4.06,0.79,28.84,8.21
2015-03-26,0.0,0.0,10.27,3.0,61.79,15.0,0.0,0.0,6.31,1.83
2015-03-27,0.0,0.0,18.08,6.0,41.6,16.0,10.8,3.94,14.4,6.11
2015-03-28,0.0,0.0,29.53,3.0,59.86,10.0,0.45,0.04,27.9,5.2
2015-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-30,0.0,0.0,0.0,0.0,0.17,1.0,0.0,0.0,0.14,0.85
2015-03-31,0.55,1.0,6.01,4.0,7.58,6.0,0.02,0.01,1.57,1.98
2015-04-01,0.0,0.0,13.62,3.0,20.19,4.0,10.56,2.4,16.86,3.35
2015-04-02,7.04,1.0,11.13,2.0,28.61,8.0,1.3,0.32,1.87,0.53
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-04,0.0,0.0,0.0,0.0,0.89,1.0,0.0,0.0,0.28,0.32
2015-04-05,0.69,2.0,20.48,10.0,42.4,14.0,7.75,3.5,23.73,6.16
2015-04-06,6.05,3.0,17.78,10.0,32.92,18.0,4.43,3.18,7.88,4.37
2015-04-07,0.0,0.0,0.92,1.0,11.79,6.0,0.51,0.55,1.59,1.69
2015-04-08,3.76,2.0,14.15,4.0,28.24,8.0,1.47,0.6,3.56,0.94
2015-04-09,0.0,0.0,11.7,3.0,33.15,10.0,9.1,2.33,11.23,3.29
2015-04-10,0.24,1.0,0.24,1.0,10.16,6.0,0.13,0.52,0.56,1.39
2015-04-11,12.45,3.0,20.06,6.0,63.84,21.0,2.84,0.96,11.57,3.11
2015-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
