date,frp50,n50,frp100,n100,frp200,n200,frpup100,nup100,frpup200,nup200
2015-01-01,0.0,0.0,14.22,4.0,41.36,11.0,8.52,2.47,16.17,5.15
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.0,4.32,1.0,13.08,4.0,4.11,0.95,12.28,3.62
2015-01-05,5.28,2.0,56.78,20.0,98.4,33.0,19.5,7.44,35.44,10.64
2015-01-06,10.93,4.0,49.96,17.0,74.49,27.0,13.16,4.45,19.94,7.52
2015-01-07,0.0,0.0,0.0,0.0,11.08,4.0,0.0,0.0,4.85,1.66
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.0,7.5,1.0,19.0,4.0,0.0,0.0,1.98,0.94
2015-01-10,49.51,13.0,314.11,94.0,391.74,117.0,22.33,7.21,41.09,13.19
2015-01-11,9.53,3.0,14.69,5.0,32.75,9.0,10.05,2.88,10.05,2.88
2015-01-12,0.62,1.0,74.06,27.0,180.2,55.0,26.89,11.14,74.83,23.75
2015-01-13,0.0,0.0,40.05,13.0,74.44,27.0,15.88,5.36,21.38,8.16
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.27,1.0,5.26,3.0,41.25,15.0,3.2,2.15,22.66,7.17
2015-01-16,13.51,5.0,85.58,29.0,152.51,56.0,20.05,7.67,44.38,16.6
2015-01-17,0.0,0.0,32.33,8.0,53.47,13.0,19.98,5.03,33.36,8.11
2015-01-18,1.99,1.0,16.33,6.0,24.26,8.0,11.2,3.6,16.8,5.01
2015-01-19,12.83,4.0,58.18,15.0,62.01,17.0,27.07,6.65,30.13,8.21
2015-01-20,0.0,0.0,0.0,0.0,19.76,5.0,0.0,0.0,0.0,0.0
2015-01-21,0.0,0.0,72.29,23.0,142.23,40.0,36.88,11.64,95.28,25.47
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,0.0,34.04,3.0,0.0,0.0,7.79,0.46
2015-01-24,0.0,0.0,3.21,1.0,3.21,1.0,0.0,0.0,0.0,0.0
2015-01-25,0.0,0.0,20.36,5.0,34.25,9.0,7.78,2.42,11.7,3.66
2015-01-26,0.0,0.0,18.68,5.0,20.25,6.0,12.23,2.96,12.23,2.96
2015-01-27,0.0,0.0,23.65,9.0,71.72,27.0,8.07,2.88,23.15,8.64
2015-01-28,13.58,2.0,41.28,8.0,61.32,13.0,17.34,2.16,20.6,3.07
2015-01-29,1.1,1.0,29.57,8.0,81.11,22.0,13.95,4.72,19.97,6.58
2015-01-30,9.39,1.0,46.87,13.0,159.45,48.0,0.0,0.0,3.5,0.77
2015-01-31,11.12,3.0,160.24,33.0,536.67,66.0,24.54,8.63,55.28,13.77
2015-02-01,0.0,0.0,105.9,27.0,280.48,78.0,52.03,11.3,114.05,28.14
2015-02-02,19.55,4.0,37.57,9.0,86.51,18.0,20.39,5.33,39.82,8.39
2015-02-03,6.38,2.0,28.04,11.0,149.95,23.0,9.87,3.62,18.52,4.1
2015-02-04,0.0,0.0,3.19,1.0,16.06,5.0,3.1,0.97,3.1,0.97
2015-02-05,5.89,2.0,80.85,23.0,190.94,51.0,12.65,3.17,20.62,6.35
2015-02-06,7.66,4.0,129.69,32.0,288.71,83.0,57.38,19.32,157.42,49.86
2015-02-07,13.15,5.0,196.02,53.0,373.21,101.0,135.74,35.51,263.4,67.05
2015-02-08,4.0,1.0,113.02,21.0,211.79,44.0,47.02,7.85,65.7,11.92
2015-02-09,0.0,0.0,35.5,10.0,147.33,40.0,5.29,1.55,30.0,7.03
2015-02-10,0.0,0.0,80.93,9.0,194.52,33.0,27.4,2.51,39.09,5.35
2015-02-11,32.5,3.0,117.66,27.0,253.91,62.0,37.51,10.58,77.05,18.33
2015-02-12,1.79,2.0,104.29,36.0,283.73,79.0,33.28,10.61,77.2,18.56
2015-02-13,4.5,1.0,55.93,15.0,184.16,41.0,7.08,2.1,20.7,4.89
2015-02-14,0.0,0.0,112.5,27.0,209.58,55.0,54.56,12.7,100.05,27.37
2015-02-15,13.52,3.0,73.81,22.0,180.07,55.0,44.31,14.39,106.83,35.63
2015-02-16,1.27,2.0,22.73,5.0,69.64,14.0,0.47,0.11,32.91,5.75
2015-02-17,18.37,3.0,117.1,29.0,322.03,89.0,29.31,7.46,102.83,32.5
2015-02-18,3.15,1.0,49.32,12.0,176.95,45.0,10.94,3.24,36.41,9.31
2015-02-19,0.0,0.0,23.02,8.0,134.47,26.0,8.62,2.1,29.62,7.19
2015-02-20,0.57,1.0,18.16,7.0,43.14,12.0,7.26,1.95,8.95,2.72
2015-02-21,2.3,2.0,17.77,8.0,128.81,27.0,1.91,1.38,22.47,4.93
2015-02-22,42.69,5.0,58.34,10.0,174.66,34.0,6.82,2.89,16.99,5.05
2015-02-23,0.0,0.0,55.7,12.0,159.67,37.0,25.87,5.99,90.12,20.03
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,0.0,0.0,0.0,0.0,14.74,4.0,0.0,0.0,2.41,0.8
2015-02-26,0.98,1.0,20.8,6.0,50.1,15.0,10.5,3.28,18.75,5.29
2015-02-27,6.39,2.0,61.41,18.0,122.0,37.0,39.02,11.16,85.34,24.99
2015-02-28,6.05,2.0,18.54,6.0,71.49,20.0,6.53,1.93,32.34,11.06
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-02,0.0,0.0,0.0,0.0,0.49,1.0,0.0,0.0,0.0,0.0
2015-03-03,0.28,1.0,0.28,1.0,1.36,3.0,0.27,0.95,0.27,0.95
2015-03-04,0.63,1.0,3.92,4.0,15.74,11.0,2.35,1.0,2.88,1.16
2015-03-05,4.28,6.0,26.57,12.0,101.04,49.0,10.46,4.69,69.12,25.61
2015-03-06,0.0,0.0,2.95,1.0,53.16,16.0,0.04,0.01,18.21,4.76
2015-03-07,1.61,1.0,30.66,7.0,77.92,17.0,3.64,1.45,28.46,6.63
2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,1.71,3.0,1.71,3.0,43.15,10.0,0.47,0.99,3.67,1.83
2015-03-10,1.84,4.0,15.9,10.0,76.87,33.0,8.9,3.64,17.6,6.63
2015-03-11,1.13,1.0,37.47,12.0,75.21,25.0,17.74,5.06,23.14,6.61
2015-03-12,0.0,0.0,22.94,7.0,155.9,30.0,12.69,3.74,74.78,12.45
2015-03-13,2.34,1.0,38.0,9.0,74.0,15.0,9.39,2.11,15.23,4.29
2015-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-15,0.0,0.0,0.4,1.0,0.64,2.0,0.0,0.0,0.05,0.19
2015-03-16,4.85,2.0,27.54,9.0,123.77,27.0,1.54,0.61,51.48,10.1
2015-03-17,0.0,0.0,18.03,5.0,127.82,21.0,9.65,2.29,29.55,4.81
2015-03-18,0.62,1.0,13.99,6.0,115.42,21.0,0.0,0.0,35.15,2.06
2015-03-19,0.0,0.0,9.65,4.0,57.15,18.0,3.16,1.08,23.3,5.15
2015-03-20,24.11,4.0,30.22,6.0,74.92,14.0,5.28,1.78,11.05,2.99
2015-03-21,0.0,0.0,10.69,4.0,71.31,19.0,4.03,1.6,17.3,6.09
2015-03-22,0.0,0.0,25.81,5.0,126.07,22.0,6.36,1.26,15.6,3.04
2015-03-23,0.0,0.0,3.49,1.0,72.77,8.0,0.0,0.0,28.85,2.92
2015-03-24,0.0,0.0,10.44,3.0,53.9,10.0,0.56,0.22,21.28,3.64
2015-03-25,3.93,1.0,9.07,2.0,49.61,14.0,5.81,1.17,27.36,8.63
2015-03-26,0.0,0.0,10.27,3.0,61.79,15.0,0.01,0.0,9.88,2.68
2015-03-27,0.0,0.0,6.79,2.0,41.6,16.0,4.11,1.18,17.45,7.43
2015-03-28,0.0,0.0,29.53,3.0,59.86,10.0,0.0,0.0,26.83,5.63
2015-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-30,0.0,0.0,0.0,0.0,0.17,1.0,0.0,0.0,0.13,0.77
2015-03-31,0.55,1.0,6.01,4.0,7.58,6.0,0.0,0.0,1.56,1.98
2015-04-01,0.0,0.0,13.62,3.0,20.19,4.0,7.3,1.7,13.86,2.7
2015-04-02,0.0,0.0,11.13,2.0,26.59,7.0,0.12,0.03,0.16,0.05
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-04,0.0,0.0,0.0,0.0,0.89,1.0,0.0,0.0,0.31,0.35
2015-04-05,0.69,2.0,13.78,9.0,42.4,14.0,2.54,3.33,24.72,6.93
2015-04-06,6.05,3.0,17.78,10.0,32.92,18.0,5.37,3.6,9.44,4.97
2015-04-07,0.0,0.0,0.92,1.0,11.79,6.0,0.52,0.56,1.82,1.93
2015-04-08,3.76,2.0,14.15,4.0,28.24,8.0,4.38,1.89,7.21,2.35
2015-04-09,0.0,0.0,3.83,1.0,33.15,10.0,2.89,0.76,11.97,3.49
2015-04-10,0.24,1.0,0.24,1.0,10.16,6.0,0.23,0.94,0.76,1.85
2015-04-11,6.26,2.0,21.79,7.0,63.84,21.0,0.1,0.04,0.8,0.2
2015-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-14,0.0,0.0,0.0,0.0,8.7,6.0,0.0,0.0,1.06,1.15
2015-04-15,0.0,0.0,7.19,2.0,13.35,5.0,2.11,0.55,2.68,1.41
2015-04-16,0.63,1.0,0.63,1.0,5.59,5.0,0.27,0.43,2.34,1.78
2015-04-17,2.43,2.0,2.43,2.0,26.47,10.0,0.08,0.07,1.17,0.45
2015-04-18,0.0,0.0,49.9,7.0,65.53,12.0,30.31,3.51,33.63,4.57
2015-04-19,2.13,1.0,22.27,8.0,35.57,13.0,14.39,4.88,14.39,4.88
2015-04-20,0.92,1.0,0.92,1.0,834.86,31.0,0.0,0.0,4.24,1.25
2015-04-21,4.63,1.0,20.83,5.0,93.4,20.0,0.0,0.0,49.72,7.1
2015-04-22,39.78,3.0,133.92,15.0,180.56,27.0,69.23,5.14,79.95,7.77
2015-04-23,10.54,2.0,96.22,15.0,171.01,22.0,24.03,4.96,67.4,7.22
2015-04-24,26.38,6.0,179.1,36.0,315.28,56.0,10.75,3.07,38.66,7.53
2015-04-25,9.08,4.0,65.2,23.0,147.47,36.0,7.5,2.65,14.55,4.59
2015-04-26,28.09,8.0,74.3,23.0,98.38,30.0,6.62,2.77,9.52,4.03
2015-04-27,52.07,16.0,89.7,35.0,166.37,59.0,24.61,7.54,36.84,12.06
2015-04-28,0.0,0.0,132.0,22.0,232.55,43.0,1.2,0.33,3.9,1.56
2015-04-29,8.07,2.0,337.12,56.0,496.56,107.0,7.39,2.88,26.12,9.18
2015-04-30,23.25,11.0,119.72,32.0,167.23,45.0,10.5,3.78,11.87,4.26
2015-05-01,94.92,20.0,480.79,102.0,779.98,182.0,135.98,31.21,266.87,65.51
2015-05-02,86.51,13.0,780.86,112.0,1861.57,247.0,374.42,62.47,1246.49,169.68
2015-05-03,126.11,20.0,933.15,120.0,2150.95,269.0,530.89,74.43,1436.79,175.73
2015-05-04,141.06,22.0,1050.86,139.0,3285.39,369.0,718.32,85.79,2277.0,231.64
2015-05-05,168.57,34.0,1065.83,224.0,4297.87,826.0,723.54,154.84,3278.97,616.15
2015-05-06,199.71,29.0,870.56,119.0,3702.54,487.0,111.53,14.02,348.78,44.16
2015-05-07,207.38,25.0,999.12,132.0,4008.73,538.0,650.19,84.12,2718.63,349.49
2015-05-08,54.78,10.0,239.62,33.0,1089.52,168.0,52.57,9.29,385.54,48.59
2015-05-09,56.78,8.0,444.24,60.0,3581.2,473.0,72.7,9.88,295.33,37.21
2015-05-10,27.81,7.0,84.03,25.0,984.69,250.0,31.31,9.2,367.49,96.37
2015-05-11,23.1,8.0,150.6,44.0,687.15,178.0,34.24,9.9,125.94,30.56
2015-05-12,37.8,6.0,214.09,32.0,1074.95,191.0,20.17,4.57,206.51,56.0
2015-05-13,0.0,0.0,0.0,0.0,419.37,78.0,0.0,0.0,47.35,12.94
2015-05-14,7.16,2.0,45.35,9.0,746.33,135.0,12.84,2.92,601.34,106.36
2015-05-15,9.15,2.0,46.56,8.0,141.48,27.0,30.36,3.49,49.1,7.82
2015-05-16,11.42,3.0,41.1,11.0,770.61,203.0,7.03,2.14,31.95,10.1
2015-05-17,19.88,3.0,111.08,19.0,627.21,122.0,46.95,6.84,57.12,8.48
2015-05-18,22.29,3.0,109.77,22.0,543.91,110.0,8.63,2.13,117.01,28.95
2015-05-19,0.0,0.0,0.0,0.0,44.97,7.0,0.0,0.0,3.14,0.49
