date,frp50,n50,frp100,n100,frp200,n200,frpup100,nup100,frpup200,nup200
2015-01-01,7.59,2.0,14.22,4.0,41.36,11.0,8.81,2.55,16.83,5.36
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.0,4.32,1.0,13.08,4.0,3.76,0.87,11.54,3.52
2015-01-05,3.39,1.0,49.87,18.0,101.79,34.0,13.92,5.9,38.41,11.63
2015-01-06,23.82,7.0,70.27,25.0,74.49,27.0,20.03,7.33,22.92,8.7
2015-01-07,0.0,0.0,0.0,0.0,12.97,5.0,0.0,0.0,5.2,1.78
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.0,7.5,1.0,13.19,3.0,0.0,0.0,1.94,0.93
2015-01-10,80.61,25.0,348.48,103.0,391.74,117.0,38.28,11.55,58.15,18.32
2015-01-11,9.53,3.0,14.69,5.0,32.75,9.0,10.17,2.86,10.17,2.86
2015-01-12,4.09,2.0,94.87,32.0,189.64,57.0,46.24,18.13,111.98,33.99
2015-01-13,2.43,1.0,53.59,16.0,74.44,27.0,17.97,5.78,22.98,8.66
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.27,1.0,8.76,4.0,41.25,15.0,4.62,2.49,22.94,7.37
2015-01-16,23.69,9.0,99.4,34.0,154.44,57.0,25.77,9.8,51.07,19.17
2015-01-17,0.0,0.0,23.17,6.0,53.47,13.0,12.06,3.28,34.28,8.28
2015-01-18,1.99,1.0,9.33,4.0,24.26,8.0,4.61,1.67,15.35,4.57
2015-01-19,12.83,4.0,58.86,16.0,62.01,17.0,25.39,6.92,26.67,7.32
2015-01-20,0.0,0.0,0.0,0.0,23.64,6.0,0.0,0.0,0.0,0.0
2015-01-21,27.64,8.0,72.29,23.0,142.23,40.0,35.29,10.96,91.08,24.18
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,0.0,34.04,3.0,0.0,0.0,5.46,0.32
2015-01-24,0.0,0.0,3.21,1.0,3.21,1.0,0.0,0.0,0.0,0.0
2015-01-25,7.08,1.0,23.5,6.0,34.25,9.0,9.48,2.94,12.26,3.82
2015-01-26,0.0,0.0,18.68,5.0,20.25,6.0,11.0,2.51,11.0,2.51
2015-01-27,0.0,0.0,34.89,13.0,71.72,27.0,12.18,4.5,26.63,9.92
2015-01-28,22.17,5.0,41.28,8.0,61.32,13.0,21.19,3.05,24.97,4.1
2015-01-29,9.39,2.0,30.07,9.0,81.11,22.0,9.74,3.78,20.49,6.55
2015-01-30,10.25,4.0,69.8,19.0,163.01,49.0,1.25,0.35,5.11,1.17
2015-01-31,40.38,6.0,174.36,35.0,545.03,68.0,23.17,7.63,54.29,13.96
2015-02-01,18.73,3.0,115.8,31.0,299.51,85.0,52.84,11.65,127.13,33.01
2015-02-02,19.55,4.0,45.04,10.0,97.98,22.0,27.21,6.27,48.32,11.62
2015-02-03,16.35,7.0,28.04,11.0,155.62,24.0,19.96,7.53,109.82,13.06
2015-02-04,0.0,0.0,3.19,1.0,16.06,5.0,2.89,0.91,2.89,0.91
2015-02-05,19.89,6.0,104.12,30.0,189.22,51.0,10.3,4.32,23.75,7.57
2015-02-06,17.4,8.0,153.42,42.0,290.67,84.0,63.43,22.43,127.07,39.47
2015-02-07,68.78,16.0,222.33,64.0,399.76,105.0,133.71,37.48,246.7,60.3
2015-02-08,16.33,3.0,127.01,25.0,229.85,48.0,46.64,7.92,59.49,10.65
2015-02-09,7.62,3.0,54.04,16.0,150.36,41.0,5.24,1.55,28.74,6.76
2015-02-10,0.0,0.0,92.78,12.0,215.53,40.0,33.52,2.96,44.88,5.76
2015-02-11,52.26,11.0,126.06,31.0,275.96,69.0,36.69,11.17,72.43,17.39
2015-02-12,8.47,4.0,132.98,41.0,324.58,89.0,44.76,13.82,82.56,20.79
2015-02-13,12.92,4.0,127.6,22.0,235.31,49.0,9.5,2.29,15.83,4.55
2015-02-14,39.1,10.0,98.03,26.0,231.59,58.0,27.43,8.39,88.24,22.68
2015-02-15,30.58,6.0,92.51,30.0,183.65,57.0,24.27,7.05,43.29,16.48
2015-02-16,1.27,2.0,23.87,7.0,69.64,14.0,4.88,0.9,32.27,5.64
2015-02-17,24.83,4.0,172.26,43.0,329.35,92.0,39.87,9.5,107.39,34.73
2015-02-18,9.1,3.0,84.9,20.0,183.72,47.0,9.84,2.95,32.41,8.56
2015-02-19,9.25,4.0,23.02,8.0,144.67,28.0,8.7,2.12,36.52,8.71
2015-02-20,5.13,2.0,12.0,5.0,59.62,14.0,6.38,1.77,23.25,4.26
2015-02-21,2.3,2.0,23.57,10.0,133.89,28.0,2.94,1.95,24.74,5.71
2015-02-22,41.09,4.0,63.73,10.0,187.54,38.0,11.25,2.15,24.96,5.73
2015-02-23,7.59,3.0,74.32,15.0,159.67,37.0,39.45,7.73,84.83,18.98
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,0.0,0.0,0.0,0.0,14.74,4.0,0.0,0.0,1.76,0.59
2015-02-26,0.98,1.0,20.8,6.0,47.7,15.0,10.36,3.2,22.41,7.15
2015-02-27,11.21,3.0,72.49,21.0,122.0,37.0,45.66,12.87,81.76,23.78
2015-02-28,3.68,1.0,18.54,6.0,76.78,22.0,4.06,1.2,27.11,9.79
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-02,0.0,0.0,0.0,0.0,0.49,1.0,0.0,0.0,0.0,0.0
2015-03-03,0.28,1.0,0.28,1.0,1.36,3.0,0.12,0.43,0.12,0.43
2015-03-04,0.63,1.0,3.92,4.0,15.74,11.0,2.36,1.01,2.67,1.1
2015-03-05,4.28,6.0,20.9,11.0,121.73,58.0,3.86,2.16,50.03,17.53
2015-03-06,0.0,0.0,8.58,3.0,59.85,18.0,0.04,0.01,21.1,5.38
2015-03-07,5.01,2.0,34.02,8.0,77.92,17.0,4.78,1.89,12.39,3.47
2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,1.18,2.0,3.62,4.0,46.19,11.0,0.28,0.58,3.72,1.48
2015-03-10,1.84,4.0,12.83,9.0,130.65,37.0,4.17,3.25,17.7,7.95
2015-03-11,7.83,3.0,36.26,12.0,80.31,27.0,15.88,4.52,25.87,7.67
2015-03-12,0.0,0.0,40.31,10.0,155.9,30.0,15.62,4.24,67.35,11.27
2015-03-13,2.34,1.0,40.6,10.0,54.83,13.0,30.67,7.22,38.26,8.91
2015-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-15,0.0,0.0,0.4,1.0,0.64,2.0,0.0,0.0,0.06,0.25
2015-03-16,9.31,4.0,34.52,11.0,125.81,28.0,7.62,2.28,54.28,11.0
2015-03-17,1.7,1.0,18.03,5.0,146.15,25.0,10.58,2.54,33.42,5.34
2015-03-18,2.74,2.0,75.86,8.0,115.42,21.0,45.88,1.49,46.73,2.52
2015-03-19,5.83,2.0,9.65,4.0,57.15,18.0,4.11,1.33,23.27,5.26
2015-03-20,24.11,4.0,30.22,6.0,80.56,16.0,4.98,1.69,11.92,3.35
2015-03-21,2.85,1.0,12.6,5.0,75.91,21.0,5.79,2.46,18.74,6.77
2015-03-22,12.77,2.0,25.81,5.0,139.59,25.0,11.37,2.18,21.35,4.12
2015-03-23,0.0,0.0,5.31,2.0,72.77,8.0,1.15,0.63,27.49,2.9
2015-03-24,0.0,0.0,1.78,1.0,53.9,10.0,0.02,0.01,12.62,2.19
2015-03-25,9.07,2.0,15.73,4.0,46.28,13.0,11.39,2.9,27.19,8.01
2015-03-26,0.0,0.0,10.27,3.0,61.79,15.0,0.0,0.0,9.73,2.67
2015-03-27,3.28,1.0,11.38,4.0,41.6,16.0,5.51,1.89,15.48,6.63
2015-03-28,0.0,0.0,37.32,5.0,61.61,11.0,7.55,1.92,28.04,5.4
2015-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-30,0.0,0.0,0.0,0.0,0.17,1.0,0.0,0.0,0.14,0.84
2015-03-31,0.55,1.0,6.01,4.0,9.23,7.0,0.0,0.0,2.98,2.85
2015-04-01,0.0,0.0,13.62,3.0,24.77,6.0,9.79,2.25,20.04,4.99
2015-04-02,4.09,1.0,13.86,3.0,26.59,7.0,0.73,0.21,0.75,0.22
