date,frp50,n50,frp100,n100,frp200,n200,frpup100,nup100,frpup200,nup200
2015-01-01,3.85,1.0,14.22,4.0,62.4,14.0,9.84,2.84,18.84,5.84
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.0,8.45,3.0,13.08,4.0,7.12,2.49,11.25,3.38
2015-01-05,5.28,2.0,61.0,21.0,94.69,32.0,22.98,8.05,35.44,10.4
2015-01-06,16.04,5.0,67.52,24.0,74.49,27.0,12.27,4.74,13.56,5.36
2015-01-07,0.0,0.0,0.0,0.0,11.08,4.0,0.0,0.0,4.3,1.48
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.0,7.5,1.0,13.19,3.0,0.0,0.0,1.93,0.92
2015-01-10,61.81,20.0,348.61,105.0,391.74,117.0,25.0,7.43,38.72,11.88
2015-01-11,9.53,3.0,14.69,5.0,32.75,9.0,7.1,1.98,7.1,1.98
2015-01-12,0.62,1.0,86.88,29.0,189.64,57.0,51.96,19.3,131.67,39.92
2015-01-13,4.6,2.0,40.05,13.0,74.44,27.0,20.08,6.7,28.36,10.58
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.27,1.0,14.41,7.0,41.25,15.0,6.25,3.84,19.55,6.21
2015-01-16,33.95,13.0,112.25,37.0,154.44,57.0,23.32,7.82,35.81,13.27
2015-01-17,2.58,1.0,32.33,8.0,53.47,13.0,17.98,4.57,29.79,7.26
2015-01-18,1.99,1.0,16.33,6.0,24.26,8.0,10.06,3.21,14.74,4.39
2015-01-19,17.39,5.0,62.01,17.0,62.01,17.0,21.86,5.86,21.86,5.86
2015-01-20,0.0,0.0,0.0,0.0,23.64,6.0,0.0,0.0,0.0,0.0
2015-01-21,13.31,4.0,72.75,23.0,138.41,39.0,44.77,13.55,99.0,26.41
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
