date,frp50,n50,frp100,n100,frp200,n200,frpup100,nup100,frpup200,nup200
2015-01-01,0.0,0.0,14.22,4.0,41.36,11.0,10.39,2.99,18.94,5.97
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.0,7.63,2.0,13.08,4.0,7.1,1.86,12.09,3.56
2015-01-05,1.89,1.0,45.51,16.0,98.4,33.0,18.78,7.16,33.85,10.07
2015-01-06,2.95,1.0,48.52,16.0,74.49,27.0,10.54,3.57,16.2,6.13
2015-01-07,0.0,0.0,0.0,0.0,8.88,3.0,0.0,0.0,4.82,1.65
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.0,7.5,1.0,15.41,3.0,0.0,0.0,2.04,0.97
2015-01-10,34.57,9.0,317.83,94.0,391.74,117.0,15.64,5.04,29.23,9.44
2015-01-11,9.53,3.0,14.69,5.0,32.75,9.0,9.21,2.63,9.21,2.63
2015-01-12,0.62,1.0,66.9,24.0,180.2,55.0,18.44,7.78,63.0,20.32
2015-01-13,0.0,0.0,40.05,13.0,74.44,27.0,17.09,5.77,23.57,8.93
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.27,1.0,5.26,3.0,41.25,15.0,3.08,2.02,23.14,7.22
2015-01-16,12.41,4.0,87.89,29.0,152.51,56.0,20.42,6.92,37.44,13.8
2015-01-17,0.0,0.0,32.33,8.0,53.47,13.0,18.76,4.77,31.4,7.67
2015-01-18,0.0,0.0,24.26,8.0,24.26,8.0,17.81,5.31,17.81,5.31
2015-01-19,1.69,1.0,58.18,15.0,62.01,17.0,24.83,5.93,28.11,7.62
2015-01-20,0.0,0.0,0.0,0.0,19.76,5.0,0.0,0.0,0.0,0.0
2015-01-21,0.0,0.0,70.7,23.0,142.23,40.0,38.18,11.92,99.54,26.68
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,0.0,34.04,3.0,0.0,0.0,11.34,0.67
2015-01-24,0.0,0.0,3.21,1.0,3.21,1.0,0.0,0.0,0.0,0.0
2015-01-25,0.0,0.0,20.36,5.0,34.25,9.0,10.17,3.08,16.16,4.97
2015-01-26,0.0,0.0,18.68,5.0,20.25,6.0,11.66,2.79,11.66,2.79
2015-01-27,0.0,0.0,23.65,9.0,71.72,27.0,7.05,2.49,21.27,7.91
2015-01-28,18.56,3.0,41.28,8.0,61.32,13.0,15.87,1.8,18.6,2.57
2015-01-29,2.9,2.0,29.57,8.0,81.11,22.0,13.31,4.4,18.34,5.93
2015-01-30,9.39,1.0,34.78,11.0,159.45,48.0,0.0,0.0,2.55,0.53
2015-01-31,1.56,1.0,156.24,32.0,527.56,63.0,30.0,9.79,51.32,12.91
2015-02-01,0.0,0.0,88.28,22.0,269.76,76.0,38.37,7.15,110.55,27.58
2015-02-02,3.2,1.0,37.57,9.0,86.51,18.0,22.62,5.79,42.27,8.89
2015-02-03,6.38,2.0,28.04,11.0,149.95,23.0,2.65,0.98,2.65,0.98
2015-02-04,0.0,0.0,3.19,1.0,12.21,4.0,3.1,0.97,3.1,0.97
2015-02-05,5.89,2.0,76.77,22.0,190.94,51.0,12.58,3.28,17.67,5.21
2015-02-06,9.95,5.0,122.01,30.0,284.5,81.0,56.38,20.33,170.08,55.5
2015-02-07,21.56,6.0,179.26,48.0,382.82,103.0,121.9,31.1,267.36,68.38
2015-02-08,4.0,1.0,108.27,20.0,196.33,41.0,45.23,7.66,66.75,12.31
2015-02-09,0.0,0.0,35.5,10.0,145.81,39.0,4.69,1.4,28.83,6.76
2015-02-10,0.0,0.0,80.93,9.0,192.72,32.0,23.57,2.22,34.6,4.93
2015-02-11,4.98,2.0,112.67,25.0,253.91,62.0,33.66,9.48,71.44,16.81
2015-02-12,1.79,2.0,95.88,35.0,283.73,79.0,30.07,9.01,68.38,15.85
2015-02-13,7.46,2.0,75.79,17.0,184.16,41.0,7.46,1.96,17.96,4.33
2015-02-14,3.52,1.0,112.5,27.0,207.2,54.0,50.78,11.36,93.62,25.16
2015-02-15,7.15,1.0,75.96,23.0,180.07,55.0,43.61,15.22,121.67,37.37
2015-02-16,1.27,2.0,22.73,5.0,69.64,14.0,0.75,0.18,33.11,5.8
2015-02-17,10.48,1.0,125.49,30.0,313.81,87.0,31.15,7.68,106.21,33.48
2015-02-18,2.36,1.0,49.32,12.0,166.8,44.0,10.05,2.99,28.14,7.71
2015-02-19,0.0,0.0,16.69,7.0,115.72,22.0,2.34,0.73,22.19,5.48
2015-02-20,0.57,1.0,18.16,7.0,43.14,12.0,7.37,1.99,9.11,2.78
2015-02-21,2.3,2.0,14.53,7.0,128.81,27.0,1.29,1.06,20.45,4.35
2015-02-22,42.69,5.0,52.71,9.0,174.66,34.0,4.5,2.6,13.87,4.58
2015-02-23,0.0,0.0,55.7,12.0,158.09,36.0,21.87,5.75,82.94,19.56
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,0.0,0.0,0.0,0.0,14.74,4.0,0.0,0.0,2.51,0.84
2015-02-26,0.98,1.0,20.8,6.0,53.71,17.0,10.11,3.17,21.2,6.74
2015-02-27,6.39,2.0,64.39,19.0,122.0,37.0,39.89,11.52,84.16,24.7
2015-02-28,6.05,2.0,11.75,4.0,71.49,20.0,1.19,0.36,31.44,10.79
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-02,0.0,0.0,0.0,0.0,0.49,1.0,0.0,0.0,0.0,0.0
2015-03-03,0.28,1.0,0.28,1.0,1.36,3.0,0.28,1.0,0.28,1.0
2015-03-04,0.63,1.0,3.92,4.0,15.74,11.0,2.35,1.0,3.15,1.24
2015-03-05,4.28,6.0,26.57,12.0,91.38,47.0,12.69,6.25,54.16,27.43
2015-03-06,0.0,0.0,2.95,1.0,50.71,15.0,0.35,0.12,25.56,6.45
2015-03-07,1.61,1.0,30.66,7.0,77.92,17.0,3.99,1.61,27.46,6.52
2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,1.71,3.0,1.71,3.0,43.15,10.0,0.48,1.0,3.54,1.8
2015-03-10,1.84,4.0,15.9,10.0,76.87,33.0,8.48,3.35,16.76,6.2
2015-03-11,5.94,2.0,37.47,12.0,66.12,22.0,17.48,5.1,23.88,6.97
2015-03-12,0.0,0.0,33.71,9.0,153.13,29.0,25.42,6.35,84.37,14.19
2015-03-13,2.34,1.0,38.0,9.0,74.0,15.0,3.52,0.86,7.45,2.45
2015-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-15,0.0,0.0,0.4,1.0,0.64,2.0,0.01,0.02,0.06,0.24
2015-03-16,4.85,2.0,30.67,10.0,123.77,27.0,1.89,0.76,50.83,10.17
2015-03-17,0.0,0.0,18.03,5.0,77.01,18.0,8.97,2.12,26.89,4.4
