date,frp50,n50,frp100,n100,frp200,n200,frpup100,nup100,frpup200,nup200
2015-01-01,0.0,0.0,14.22,4.0,41.36,11.0,0.0,0.0,0.0,0.0
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.0,4.32,1.0,13.08,4.0,0.0,0.0,0.0,0.0
2015-01-05,5.28,2.0,49.87,18.0,98.4,33.0,0.0,0.0,0.0,0.0
2015-01-06,10.93,4.0,63.24,22.0,74.49,27.0,0.0,0.0,0.0,0.0
2015-01-07,0.0,0.0,0.0,0.0,12.97,5.0,0.0,0.0,0.0,0.0
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.0,7.5,1.0,19.0,4.0,0.0,0.0,0.0,0.0
2015-01-10,66.26,18.0,319.11,95.0,391.74,117.0,0.0,0.0,0.0,0.0
2015-01-11,9.53,3.0,14.69,5.0,32.75,9.0,0.0,0.0,0.0,0.0
2015-01-12,0.62,1.0,74.06,27.0,189.64,57.0,0.0,0.0,0.0,0.0
2015-01-13,2.43,1.0,40.05,13.0,74.44,27.0,0.0,0.0,0.0,0.0
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.27,1.0,3.07,2.0,41.25,15.0,0.0,0.0,0.0,0.0
2015-01-16,22.16,8.0,92.05,32.0,154.44,57.0,0.0,0.0,0.0,0.0
2015-01-17,0.0,0.0,23.17,6.0,53.47,13.0,0.0,0.0,0.0,0.0
2015-01-18,1.99,1.0,9.33,4.0,24.26,8.0,0.0,0.0,0.0,0.0
2015-01-19,12.83,4.0,55.03,14.0,62.01,17.0,0.0,0.0,0.0,0.0
2015-01-20,0.0,0.0,0.0,0.0,19.76,5.0,0.0,0.0,0.0,0.0
2015-01-21,7.82,2.0,72.29,23.0,142.23,40.0,0.0,0.0,0.0,0.0
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,0.0,34.04,3.0,0.0,0.0,0.0,0.0
2015-01-24,0.0,0.0,3.21,1.0,3.21,1.0,0.0,0.0,0.0,0.0
2015-01-25,7.08,1.0,20.36,5.0,34.25,9.0,0.0,0.0,0.0,0.0
