hour_utc,pm25,pm10,no2,o3,so2,pm25_n,pm10_n,no2_n,o3_n,so2_n
2019-06-28T05,25.0,225.0,37.967,110.597,2.0,1,1,1,1,1
2019-06-28T06,26.75,175.75,35.725,148.597,1.95,1,1,1,1,1
2019-06-28T07,25.5,168.25,30.725,199.097,3.075,1,1,1,1,1
2019-06-28T08,22.75,148.75,18.0,171.062,1.8,1,1,1,1,1
2019-06-28T09,20.0,145.667,16.2,127.59,2.133,1,1,1,1,1
2019-06-28T10,26.0,233.333,17.633,97.87,0.333,1,1,1,1,1
2019-06-28T11,33.0,313.75,18.725,99.505,0.1,1,1,1,1,1
2019-06-28T12,31.0,287.75,21.425,94.683,,1,1,1,1,0
2019-06-28T13,36.75,289.25,45.55,67.062,2.575,1,1,1,1,1
2019-06-28T14,46.0,311.75,78.325,23.835,1.675,1,1,1,1,1
2019-06-28T15,51.0,342.5,105.025,5.37,1.675,1,1,1,1,1
2019-06-28T16,56.333,385.667,86.667,9.78,1.633,1,1,1,1,1
2019-06-28T17,51.75,388.75,52.6,31.305,3.333,1,1,1,1,1
2019-06-28T18,42.5,334.667,44.45,42.91,5.1,2,2,2,2,2
2019-06-28T19,47.0,373.5,63.55,15.965,4.825,1,1,1,1,1
2019-06-28T20,57.5,413.25,68.5,20.152,7.725,1,1,1,1,1
2019-06-28T21,71.25,493.0,58.425,20.12,6.9,1,1,1,1,1
2019-06-28T22,70.25,508.75,80.475,4.603,4.25,1,1,1,1,1
2019-06-28T23,61.25,426.0,84.8,4.357,3.95,1,1,1,1,1
2019-06-29T00,47.0,288.0,75.525,9.672,3.675,1,1,1,1,1
2019-06-29T01,37.0,227.25,41.2,27.797,10.6,1,1,1,1,1
2019-06-29T02,32.25,258.0,33.05,55.98,6.7,1,1,1,1,1
2019-06-29T03,29.5,365.75,32.1,80.472,10.35,1,1,1,1,1
2019-06-29T04,36.5,239.75,27.1,101.453,8.5,1,1,1,1,1
2019-06-29T05,38.5,275.0,19.867,120.49,6.133,1,1,1,1,1
2019-06-29T06,42.75,287.75,22.125,151.012,6.9,1,1,1,1,1
2019-06-29T07,45.25,297.5,20.3,143.588,6.725,1,1,1,1,1
2019-06-29T08,44.667,309.333,17.0,122.6,4.067,1,1,1,1,1
2019-06-29T09,41.25,292.333,19.0,112.807,3.075,1,1,1,1,1
2019-06-29T10,38.25,296.75,18.325,110.21,1.925,1,1,1,1,1
2019-06-29T11,37.0,283.0,29.6,90.86,1.75,1,1,1,1,1
2019-06-29T12,40.75,277.0,53.8,58.318,2.1,1,1,1,1,1
2019-06-29T13,45.25,282.75,79.275,32.155,1.725,1,1,1,1,1
2019-06-29T14,56.5,344.25,99.7,8.392,3.225,1,1,1,1,1
2019-06-29T15,69.75,396.0,113.175,4.96,4.575,1,1,1,1,1
2019-06-29T16,69.75,394.5,106.55,4.91,5.55,1,1,1,1,1
2019-06-29T17,76.5,396.75,96.75,120.635,21.267,1,1,1,1,1
