hour_utc,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,surface_pressure,wind_speed_10m,wind_direction_10m,wind_speed_100m,boundary_layer_height
2023-12-03T21,114.3,167.2,62.1,11.0,41.4,14.8,87,0.0,7,990.8,7.3,20,10.8,20.0
2023-12-03T22,114.6,167.2,60.3,9.0,38.3,13.6,90,0.0,2,990.2,8.7,353,12.4,25.0
2023-12-03T23,108.0,157.4,57.3,8.0,33.0,13.2,89,0.0,1,990.1,6.7,306,9.2,35.0
2023-12-04T00,108.0,157.9,54.6,18.0,37.9,12.6,92,0.0,0,989.9,5.6,285,11.1,30.0
2023-12-04T01,106.6,155.1,58.5,15.0,35.8,13.5,98,0.0,5,991.4,4.8,283,4.9,35.0
2023-12-04T02,109.4,158.8,63.1,14.0,32.7,14.0,97,0.0,4,992.1,5.4,274,10.1,30.0
2023-12-04T03,109.4,158.3,61.2,24.0,29.7,15.7,92,0.0,6,993.2,8.1,302,15.1,50.0
2023-12-04T04,102.0,148.1,46.7,58.0,27.2,17.6,84,0.0,32,994.1,3.4,302,10.2,135.0
2023-12-04T05,82.9,121.1,25.7,105.0,24.8,19.5,73,0.0,36,994.1,3.2,360,4.7,400.0
2023-12-04T06,60.3,88.9,9.8,140.0,22.1,20.9,64,0.2,35,993.2,5.9,11,7.3,685.0
2023-12-04T07,47.4,69.6,3.1,156.0,18.5,21.9,55,0.0,41,992.1,8.3,360,10.5,1010.0
2023-12-04T08,41.8,61.2,1.5,161.0,14.6,22.5,52,0.0,24,991.3,8.8,351,11.0,1200.0
2023-12-04T09,38.8,56.9,4.3,156.0,12.1,22.8,48,0.0,31,990.5,8.6,345,10.8,1310.0
2023-12-04T10,37.4,54.8,12.6,139.0,11.7,22.5,48,0.0,37,990.0,8.4,350,11.0,635.0
2023-12-04T11,38.0,55.4,25.2,111.0,12.7,21.5,56,0.0,29,990.1,5.4,8,11.9,600.0
2023-12-04T12,56.8,83.1,35.6,77.0,14.5,19.2,60,0.0,10,990.2,7.5,17,16.8,95.0
2023-12-04T13,68.2,99.2,49.9,57.0,19.7,16.7,79,0.0,8,991.0,8.4,59,12.5,60.0
2023-12-04T14,80.6,117.1,69.4,30.0,27.1,16.2,80,0.0,5,991.5,7.1,15,10.5,50.0
2023-12-04T15,92.7,134.1,83.0,9.0,33.1,15.1,86,0.0,0,991.8,6.2,324,9.4,45.0
2023-12-04T16,100.4,145.3,85.7,2.0,37.2,14.2,90,0.0,0,991.6,6.6,292,7.2,40.0
2023-12-04T17,105.0,151.8,82.5,2.0,40.0,13.7,92,0.0,0,991.4,6.9,317,9.3,40.0
2023-12-04T18,105.5,152.7,77.3,4.0,40.2,13.2,92,0.0,0,991.2,7.6,352,13.0,45.0
2023-12-04T19,101.0,145.8,70.6,6.0,36.1,12.7,91,0.0,0,990.9,9.0,2,13.5,45.0
2023-12-04T20,94.8,136.9,61.9,10.0,29.3,12.5,91,0.0,0,990.8,8.3,5,12.0,40.0
2023-12-04T21,88.7,128.1,53.3,14.0,23.5,12.0,92,0.0,0,990.7,7.9,3,11.8,35.0
2023-12-04T22,82.9,119.7,44.3,18.0,19.8,11.6,93,0.0,0,990.4,7.1,345,12.8,50.0
2023-12-04T23,78.2,112.9,35.5,22.0,17.1,11.1,94,0.0,0,990.5,7.4,331,13.0,40.0
2023-12-05T00,68.9,99.7,19.9,42.0,17.1,11.2,91,0.0,0,990.5,7.3,327,11.6,35.0
2023-12-05T01,72.2,104.1,27.2,34.0,19.2,11.5,97,0.0,0,991.0,6.8,335,10.9,25.0
2023-12-05T02,81.5,117.6,36.9,23.0,22.2,11.8,97,0.0,0,991.5,4.6,321,11.5,30.0
2023-12-05T03,88.5,127.1,40.8,26.0,25.4,14.2,90,0.0,0,992.4,5.6,310,12.1,70.0
2023-12-05T04,78.7,113.4,33.6,54.0,29.6,17.0,80,0.0,0,993.2,3.3,311,9.0,175.0
2023-12-05T05,67.1,96.9,20.7,95.0,34.0,19.4,70,0.0,0,993.3,6.3,347,8.4,415.0
2023-12-05T06,58.1,84.3,10.5,127.0,35.3,21.2,57,0.0,0,992.4,9.3,347,11.4,720.0
2023-12-05T07,49.1,71.7,5.3,142.0,30.9,22.2,50,0.0,0,991.2,10.0,339,12.8,1005.0
2023-12-05T08,44.2,64.7,2.8,148.0,23.4,22.7,46,0.0,0,990.6,10.3,335,12.7,1295.0
2023-12-05T09,41.6,60.8,4.3,145.0,17.7,22.8,45,0.0,0,989.7,10.8,334,13.9,1410.0
2023-12-05T10,39.9,58.4,11.7,128.0,15.9,22.4,45,0.0,0,989.5,10.9,333,14.8,1370.0
2023-12-05T11,42.7,62.2,23.2,102.0,15.9,20.8,55,0.0,0,989.5,7.1,319,15.8,990.0
2023-12-05T12,51.6,75.0,33.6,73.0,16.9,17.8,63,0.0,0,989.4,7.9,317,18.9,110.0
2023-12-05T13,57.5,83.4,37.7,62.0,17.8,17.4,65,0.0,0,990.2,7.9,317,19.8,65.0
2023-12-05T14,62.2,90.1,43.3,46.0,18.9,16.3,70,0.0,0,990.5,7.1,315,19.0,50.0
2023-12-05T15,66.6,96.4,46.8,33.0,19.3,14.8,77,0.0,0,990.9,9.1,304,15.6,40.0
2023-12-05T16,70.3,101.7,46.6,27.0,18.4,13.8,83,0.0,0,991.3,9.7,292,12.7,40.0
2023-12-05T17,72.4,104.5,44.4,24.0,16.8,13.3,85,0.0,0,991.4,8.6,270,11.8,35.0
2023-12-05T18,69.2,100.1,40.7,23.0,15.0,13.0,86,0.0,0,991.4,6.5,276,14.3,40.0
2023-12-05T19,63.8,92.0,35.0,25.0,13.0,12.7,88,0.0,0,991.3,6.6,283,16.6,45.0
2023-12-05T20,59.6,86.4,28.0,28.0,10.8,12.3,89,0.0,0,991.1,6.4,286,17.4,45.0
2023-12-05T21,57.0,82.7,22.4,31.0,9.2,11.6,91,0.0,0,991.0,8.0,275,15.0,50.0
2023-12-05T22,55.2,79.9,19.4,31.0,8.5,11.2,92,0.0,0,990.9,7.3,261,13.4,70.0
2023-12-05T23,53.6,77.5,17.9,30.0,8.4,10.8,93,0.0,0,990.6,7.6,267,12.9,65.0
2023-12-06T00,54.5,78.7,19.6,27.0,9.6,11.0,93,0.0,0,990.7,7.1,300,17.1,65.0
2023-12-06T01,55.2,79.4,21.9,24.0,10.5,11.4,95,0.0,0,991.3,6.6,331,19.8,65.0
2023-12-06T02,59.6,85.7,24.7,21.0,11.7,11.0,96,0.0,0,992.0,8.4,320,14.2,65.0
2023-12-06T03,59.6,85.4,25.0,29.0,12.9,13.5,90,0.0,0,993.1,3.3,276,8.5,110.0
2023-12-06T04,55.6,79.9,20.2,60.0,13.9,15.9,83,0.0,0,993.9,4.3,294,8.2,180.0
2023-12-06T05,49.9,71.5,12.8,103.0,14.9,18.3,77,0.0,0,993.9,3.5,294,4.5,290.0
2023-12-06T06,42.7,61.2,7.2,135.0,15.7,20.2,71,0.0,0,993.2,3.7,299,4.7,510.0
2023-12-06T07,38.5,55.4,3.4,150.0,16.1,21.8,62,0.0,0,992.3,4.6,309,5.6,860.0
2023-12-06T08,34.2,49.4,1.4,154.0,16.2,22.7,56,0.0,0,991.3,3.7,299,4.5,1015.0
2023-12-06T09,31.8,46.0,5.1,149.0,16.8,23.0,53,0.0,0,990.4,3.4,288,4.2,1075.0
2023-12-06T10,30.6,44.4,18.2,131.0,17.9,22.9,52,0.0,0,990.2,3.4,302,4.2,1135.0
2023-12-06T11,34.5,49.8,37.0,103.0,19.3,21.2,76,0.0,0,990.2,4.3,318,5.1,260.0
2023-12-06T12,61.7,89.2,60.6,84.0,27.9,20.1,65,0.0,0,990.3,5.9,317,6.4,35.0
2023-12-06T13,78.2,112.7,75.5,60.0,31.4,18.6,69,0.0,0,990.8,6.4,308,7.0,25.0
2023-12-06T14,92.2,132.7,95.7,28.0,35.9,17.3,75,0.0,0,991.4,5.1,266,6.1,20.0
2023-12-06T15,100.8,145.3,108.1,4.0,38.2,14.6,88,0.0,0,991.6,7.2,267,6.9,15.0
2023-12-06T16,104.3,149.9,106.3,0.0,36.4,13.7,91,0.0,0,991.8,8.1,283,9.7,15.0
2023-12-06T17,104.1,149.5,96.7,0.0,32.2,12.9,93,0.0,0,991.8,9.4,310,11.8,20.0
2023-12-06T18,97.1,139.7,85.0,2.0,27.4,12.6,94,0.0,0,991.7,9.1,326,13.9,20.0
2023-12-06T19,85.4,122.5,71.7,8.0,21.6,12.2,94,0.0,0,991.4,9.7,329,14.1,30.0
2023-12-06T20,74.0,106.4,56.5,17.0,15.0,12.5,92,0.0,0,991.1,8.1,328,12.4,35.0
2023-12-06T21,65.9,94.8,43.7,24.0,10.3,12.2,93,0.0,0,991.0,7.2,323,11.3,40.0
2023-12-06T22,60.8,87.3,35.0,27.0,8.5,11.9,95,0.0,0,990.6,6.6,319,10.9,30.0
2023-12-06T23,58.1,83.4,28.7,29.0,8.6,11.8,95,0.0,0,990.4,5.7,288,9.3,35.0
2023-12-07T00,60.8,87.3,25.6,37.0,11.9,11.0,97,0.0,0,990.5,5.8,277,8.9,40.0
2023-12-07T01,62.6,89.6,28.0,33.0,12.9,10.4,100,0.0,69,991.3,7.0,282,9.5,40.0
2023-12-07T02,67.5,96.6,31.0,28.0,14.6,10.9,100,0.0,100,991.9,4.7,274,8.7,35.0
2023-12-07T03,69.4,99.4,31.1,36.0,17.2,13.1,98,0.0,71,992.6,5.2,282,9.7,60.0
2023-12-07T04,68.0,97.3,25.4,67.0,22.4,16.1,88,0.0,0,993.4,4.9,287,11.3,130.0
2023-12-07T05,62.9,89.9,16.7,110.0,28.6,18.9,79,0.0,0,993.4,6.5,289,9.0,285.0
2023-12-07T06,58.1,83.6,9.8,142.0,31.6,21.1,69,0.0,0,992.2,7.6,289,9.2,490.0
2023-12-07T07,49.4,71.5,5.5,155.0,28.6,22.5,60,0.0,0,991.3,8.0,288,9.9,685.0
2023-12-07T08,42.5,61.7,2.9,158.0,22.5,23.2,54,0.0,0,990.1,7.5,287,9.1,905.0
2023-12-07T09,38.1,55.2,4.5,151.0,17.4,23.5,51,0.0,0,989.5,8.4,290,10.4,1040.0
2023-12-07T10,35.5,51.5,13.2,131.0,14.9,23.1,50,0.0,0,989.3,8.6,292,11.0,1040.0
2023-12-07T11,35.9,51.7,26.1,101.0,13.6,21.3,63,0.0,0,989.1,5.4,290,12.6,470.0
2023-12-07T12,65.4,94.5,44.7,84.0,19.0,17.4,74,0.0,0,989.1,9.0,286,15.0,85.0
2023-12-07T13,73.6,106.4,50.7,67.0,19.3,17.4,72,0.0,0,989.9,8.0,288,19.3,60.0
2023-12-07T14,76.4,110.1,58.9,45.0,19.8,16.2,74,0.0,0,990.4,7.6,289,19.2,55.0
2023-12-07T15,77.1,111.1,63.7,28.0,19.7,14.9,81,0.0,0,990.7,7.3,290,17.7,50.0
2023-12-07T16,78.2,112.7,62.7,23.0,18.9,13.6,88,0.0,0,990.8,9.8,287,15.1,50.0
2023-12-07T17,78.5,113.2,58.2,24.0,17.7,12.9,90,0.0,0,990.6,10.1,297,14.0,45.0
2023-12-07T18,75.9,109.7,52.4,26.0,16.1,12.2,92,0.0,0,990.4,10.1,305,14.0,40.0
2023-12-07T19,69.8,100.8,44.7,29.0,13.9,11.7,93,0.0,0,990.0,9.5,299,14.0,35.0
2023-12-07T20,64.7,93.1,35.6,34.0,11.4,11.3,94,0.0,0,989.9,8.9,291,14.3,35.0
2023-12-07T21,60.1,86.6,28.2,38.0,9.6,10.8,94,0.0,0,989.7,9.1,279,13.7,35.0
2023-12-07T22,56.8,82.0,23.5,40.0,9.0,10.3,95,0.0,0,989.4,9.0,270,13.0,35.0
2023-12-07T23,54.8,78.9,20.4,40.0,9.1,10.2,95,0.0,0,989.4,7.6,251,13.3,40.0
2023-12-08T00,56.0,80.6,18.7,42.0,11.1,9.8,96,0.0,0,989.6,8.3,252,13.8,40.0
2023-12-08T01,59.6,85.7,24.5,34.0,13.1,10.1,97,0.0,0,990.7,8.7,275,13.2,40.0
2023-12-08T02,68.9,99.0,32.1,25.0,15.9,10.5,97,0.0,0,991.2,6.6,257,12.4,45.0
2023-12-08T03,73.1,104.8,34.7,30.0,18.2,13.2,89,0.0,0,991.9,6.8,273,13.4,75.0
2023-12-08T04,67.8,97.1,27.5,65.0,20.0,16.1,81,0.0,0,993.1,4.7,274,13.0,145.0
2023-12-08T05,58.3,83.8,15.4,116.0,21.3,18.9,73,0.0,0,993.4,6.2,291,8.9,330.0
2023-12-08T06,49.8,71.7,6.2,152.0,21.3,21.0,66,0.0,0,992.2,7.4,299,9.2,720.0
2023-12-08T07,44.1,63.6,2.2,162.0,19.0,22.3,58,0.0,0,990.9,7.6,295,9.7,1035.0
2023-12-08T08,38.5,55.6,1.1,158.0,15.5,23.1,53,0.0,0,989.7,8.2,293,10.2,1240.0
2023-12-08T09,34.3,49.7,3.4,148.0,13.0,23.5,49,0.0,0,989.3,11.1,299,14.0,1350.0
2023-12-08T10,32.7,47.4,11.1,131.0,12.7,23.2,48,0.0,0,988.9,11.3,301,15.0,1185.0
2023-12-08T11,34.2,49.5,22.2,107.0,13.4,21.3,59,0.0,0,988.9,6.6,292,15.3,710.0
2023-12-08T12,55.6,80.1,37.8,95.0,17.4,17.5,71,0.0,0,988.8,8.4,290,16.6,100.0
2023-12-08T13,65.4,94.3,41.1,84.0,19.3,16.9,74,0.0,0,989.6,8.0,324,17.1,65.0
2023-12-08T14,70.8,102.0,45.4,70.0,21.9,15.3,81,0.0,0,990.0,10.0,330,16.3,50.0
2023-12-08T15,76.6,110.4,47.1,59.0,23.3,14.3,84,0.0,0,990.2,9.9,316,13.8,45.0
2023-12-08T16,81.0,116.4,43.9,57.0,22.6,13.2,87,0.0,0,990.3,9.8,298,12.8,45.0
2023-12-08T17,81.5,117.1,37.9,59.0,20.7,12.4,90,0.0,0,990.4,10.2,293,13.0,40.0
2023-12-08T18,77.5,111.5,32.2,61.0,18.8,11.7,91,0.0,0,990.2,10.2,315,14.0,40.0
2023-12-08T19,72.6,104.5,27.3,62.0,17.1,11.2,92,0.0,0,990.0,9.4,328,15.2,40.0
2023-12-08T20,69.8,100.6,22.5,62.0,15.3,10.6,92,0.0,0,989.8,10.5,333,15.0,35.0
2023-12-08T21,68.0,97.8,18.9,62.0,14.0,10.0,93,0.0,0,990.1,6.9,242,9.5,35.0
2023-12-08T22,66.6,95.7,16.4,61.0,13.2,10.1,94,0.0,0,990.2,7.0,249,11.4,35.0
2023-12-08T23,64.7,92.9,15.0,59.0,12.8,9.5,94,0.0,0,990.2,8.7,265,13.3,35.0
2023-12-09T00,69.8,100.6,18.9,52.0,15.4,9.0,95,0.0,0,990.5,9.4,270,14.0,40.0
2023-12-09T01,70.3,101.0,22.7,49.0,15.9,9.0,96,0.0,0,991.3,7.9,273,15.0,45.0
2023-12-09T02,73.6,105.7,27.6,47.0,16.7,9.6,95,0.0,0,992.2,6.2,260,15.4,50.0
2023-12-09T03,72.6,104.3,28.8,54.0,17.1,12.3,88,0.0,0,993.3,8.8,258,16.2,85.0
2023-12-09T04,66.8,96.2,22.7,82.0,17.1,15.3,79,0.0,0,994.4,6.2,263,15.8,170.0
2023-12-09T05,56.2,80.8,12.9,119.0,16.9,18.2,68,0.0,0,994.7,6.8,273,10.6,380.0
2023-12-09T06,49.4,71.0,5.4,146.0,16.3,20.5,58,0.0,0,993.9,8.3,288,10.7,550.0
2023-12-09T07,43.1,61.9,2.0,154.0,15.1,21.9,51,0.0,0,992.7,9.8,294,12.7,720.0
2023-12-09T08,36.2,52.2,0.9,151.0,13.7,22.8,46,0.0,0,992.0,10.8,296,13.8,940.0
2023-12-09T09,31.7,45.5,2.9,143.0,12.8,23.0,44,0.0,0,991.2,11.3,301,14.7,1085.0
2023-12-09T10,30.5,44.0,9.7,128.0,12.8,22.7,45,0.0,0,990.8,10.3,299,14.4,1110.0
2023-12-09T11,32.2,46.4,19.6,106.0,13.4,20.6,58,0.0,0,990.3,6.0,287,14.5,710.0
2023-12-09T12,53.6,77.1,35.3,82.0,15.6,16.7,69,0.0,0,989.8,9.6,283,15.9,95.0
2023-12-09T13,61.7,88.7,38.2,72.0,17.1,16.1,70,0.0,0,990.2,8.4,310,17.1,55.0
2023-12-09T14,67.1,96.4,42.1,59.0,19.2,14.9,74,0.0,0,990.5,8.2,308,17.6,50.0
2023-12-09T15,71.2,102.0,43.8,49.0,20.5,14.0,78,0.0,0,990.6,8.1,302,18.3,50.0
2023-12-09T16,74.0,106.2,41.6,46.0,20.4,13.1,81,0.0,11,990.7,8.8,305,18.9,50.0
2023-12-09T17,75.9,109.0,37.2,47.0,19.6,12.3,84,0.0,3,990.5,8.2,311,19.1,55.0
2023-12-09T18,74.7,107.3,32.5,48.0,18.5,11.7,86,0.0,0,990.2,7.9,309,18.9,55.0
2023-12-09T19,71.9,103.4,27.7,49.0,17.0,11.3,88,0.0,2,989.7,7.9,309,19.4,60.0
2023-12-09T20,69.4,99.9,22.6,51.0,15.2,11.0,88,0.0,9,989.5,7.5,305,20.4,60.0
2023-12-09T21,67.3,96.9,18.5,52.0,13.9,10.8,89,0.0,1,989.2,7.5,305,20.6,65.0
2023-12-09T22,65.4,94.3,15.6,53.0,13.3,10.5,89,0.0,5,988.6,7.4,299,20.7,65.0
2023-12-09T23,63.6,92.0,13.8,53.0,13.2,10.2,89,0.0,4,988.2,7.4,293,20.5,65.0
2023-12-10T00,64.7,93.4,13.5,55.0,14.8,10.1,89,0.0,22,988.3,7.3,281,21.0,70.0
2023-12-10T01,65.9,95.5,16.6,52.0,15.7,9.9,90,0.0,1,989.1,7.9,267,20.9,75.0
2023-12-10T02,68.7,99.2,20.6,49.0,16.9,10.0,91,0.0,0,990.0,10.1,253,22.1,90.0
2023-12-10T03,68.7,99.2,21.8,54.0,18.2,12.3,82,0.0,0,990.8,12.1,260,22.5,150.0
2023-12-10T04,67.3,97.6,17.6,74.0,19.7,15.1,73,0.0,0,991.6,9.1,263,21.7,310.0
2023-12-10T05,64.0,92.9,10.6,102.0,21.1,17.9,65,0.0,0,991.8,9.7,274,13.9,660.0
2023-12-10T06,59.3,86.8,5.3,123.0,21.5,20.0,57,0.0,0,991.2,13.0,289,17.0,820.0
2023-12-10T07,53.7,79.2,2.6,132.0,19.9,21.3,50,0.0,52,990.4,15.6,299,20.3,920.0
2023-12-10T08,48.8,72.4,1.6,135.0,17.2,22.0,46,0.0,96,989.7,15.3,300,20.0,980.0
2023-12-10T09,46.1,68.7,3.3,131.0,15.1,22.1,44,0.0,100,989.1,14.3,295,18.8,1015.0
2023-12-10T10,44.9,66.8,9.5,118.0,14.3,21.7,46,0.0,0,988.8,12.8,286,17.4,975.0
2023-12-10T11,44.8,66.6,18.4,99.0,14.1,20.0,55,0.0,0,988.3,8.3,275,17.7,830.0
2023-12-10T12,49.6,72.9,27.8,83.0,15.1,16.4,67,0.0,0,988.1,7.9,267,18.9,110.0
2023-12-10T13,56.8,83.4,32.4,72.0,16.5,15.1,75,0.0,0,988.8,8.6,272,15.5,65.0
2023-12-10T14,62.2,91.0,38.7,56.0,18.3,13.9,81,0.0,0,989.4,8.8,282,16.3,55.0
2023-12-10T15,67.8,99.0,42.9,44.0,19.5,13.1,83,0.0,0,989.6,9.0,286,18.4,50.0
2023-12-10T16,72.4,105.5,43.3,38.0,19.4,12.2,86,0.0,0,989.7,10.5,292,17.6,45.0
2023-12-10T17,75.7,110.1,41.6,36.0,18.7,11.6,87,0.0,0,990.0,10.5,301,17.9,40.0
2023-12-10T18,73.3,106.9,39.0,35.0,17.7,10.9,88,0.0,0,989.7,11.8,301,17.3,40.0
2023-12-10T19,69.4,101.3,35.2,35.0,16.4,10.6,88,0.0,0,989.4,10.7,303,16.0,40.0
2023-12-10T20,67.3,98.5,30.5,36.0,14.9,11.2,85,0.0,0,989.1,8.2,308,13.0,35.0
2023-12-10T21,66.6,97.3,27.1,35.0,13.8,12.0,82,0.0,0,988.9,4.7,266,9.0,35.0
2023-12-10T22,66.6,97.3,25.8,32.0,13.1,11.4,85,0.0,0,988.7,3.8,221,6.6,25.0
2023-12-10T23,65.9,96.2,25.8,27.0,12.8,8.9,93,0.0,0,988.3,5.9,223,7.0,25.0
2023-12-11T00,74.0,108.0,29.4,25.0,15.8,8.4,95,0.0,0,988.5,6.1,225,7.9,25.0
2023-12-11T01,74.7,109.0,32.4,19.0,16.7,7.9,100,0.0,0,989.8,4.4,215,5.8,25.0
2023-12-11T02,80.8,117.3,36.0,13.0,17.8,8.3,99,0.0,0,990.5,5.7,215,8.6,30.0
2023-12-11T03,81.5,118.3,35.8,20.0,18.5,11.0,90,0.0,0,991.4,7.4,223,11.0,45.0
2023-12-11T04,73.1,106.4,27.8,53.0,18.3,14.5,79,0.0,0,992.3,4.1,232,10.6,110.0
2023-12-11T05,58.8,86.1,15.9,100.0,17.6,17.5,69,0.0,0,992.9,2.9,240,5.5,345.0
2023-12-11T06,49.6,73.1,6.9,134.0,16.6,19.6,60,0.0,0,992.1,2.5,262,3.0,775.0
2023-12-11T07,44.0,65.2,1.9,147.0,14.9,20.9,52,0.0,0,991.3,2.3,288,2.6,1005.0
2023-12-11T08,39.2,58.3,0.0,148.0,12.9,21.6,48,0.0,0,990.5,3.1,315,3.3,1170.0
2023-12-11T09,36.2,53.8,3.6,139.0,12.1,21.8,46,0.0,0,989.8,3.6,323,4.3,1275.0
2023-12-11T10,34.8,51.9,16.2,118.0,12.5,21.6,47,0.0,0,989.6,4.0,333,5.0,1300.0
2023-12-11T11,38.0,56.2,34.8,88.0,14.1,20.4,63,0.0,0,989.5,3.3,347,3.5,245.0
2023-12-11T12,59.1,86.4,54.9,73.0,20.2,20.0,54,0.0,0,989.5,2.9,7,3.3,50.0
2023-12-11T13,77.1,112.0,71.9,55.0,29.4,19.1,55,0.0,0,990.0,4.2,20,4.2,35.0
2023-12-11T14,94.3,136.4,95.5,31.0,42.6,18.2,55,0.0,0,990.4,4.5,29,5.0,30.0
2023-12-11T15,111.3,160.7,114.0,13.0,55.9,14.3,69,0.0,0,990.5,6.6,45,6.0,25.0
2023-12-11T16,126.2,182.1,123.3,8.0,69.6,12.9,76,0.0,0,990.4,6.9,62,8.9,25.0
2023-12-11T17,139.2,200.7,127.7,9.0,83.3,11.5,84,0.0,0,990.5,9.0,85,11.9,30.0
2023-12-11T18,146.7,211.4,127.9,11.0,92.2,10.8,86,0.0,0,990.3,10.4,88,13.6,30.0
2023-12-11T19,146.7,211.9,122.9,14.0,93.4,10.6,87,0.0,0,989.7,8.3,72,15.7,25.0
2023-12-11T20,145.8,210.5,113.9,18.0,89.7,10.3,87,0.0,0,989.2,7.6,82,17.2,30.0
2023-12-11T21,143.4,207.7,105.0,22.0,85.1,9.8,88,0.0,0,988.8,8.4,97,16.9,30.0
2023-12-11T22,141.1,203.5,96.3,24.0,80.3,9.8,87,0.0,0,988.6,7.4,104,17.6,35.0
2023-12-11T23,137.8,199.3,87.8,26.0,74.5,9.4,88,0.0,0,988.4,8.9,104,16.8,40.0
2023-12-12T00,141.6,204.9,97.2,20.0,73.9,8.9,90,0.0,0,988.5,9.8,118,15.2,40.0
2023-12-12T01,142.5,206.3,100.4,24.0,70.5,8.9,92,0.0,0,989.3,8.6,147,11.8,40.0
2023-12-12T02,149.5,216.1,103.6,32.0,65.4,9.2,93,0.0,0,989.7,7.6,161,11.2,45.0
2023-12-12T03,151.3,218.4,97.2,53.0,59.6,12.1,84,0.0,0,990.6,5.6,153,11.4,80.0
2023-12-12T04,135.5,196.0,72.0,103.0,53.0,15.4,75,0.0,0,991.3,2.5,90,8.2,175.0
2023-12-12T05,106.6,155.1,37.3,167.0,45.6,18.3,67,0.0,0,991.7,3.3,84,4.8,360.0
2023-12-12T06,81.5,118.7,11.3,210.0,37.9,20.4,61,0.0,0,990.9,4.2,110,5.2,635.0
2023-12-12T07,61.9,90.3,0.5,214.0,29.0,21.6,56,0.0,0,989.8,3.8,131,4.6,1165.0
2023-12-12T08,47.8,69.8,0.0,196.0,19.8,22.4,51,0.0,0,989.0,2.2,189,2.5,1660.0
2023-12-12T09,37.8,55.1,3.7,173.0,14.1,22.7,48,0.0,0,988.3,3.7,241,4.2,1840.0
2023-12-12T10,33.8,49.1,17.9,146.0,13.1,22.5,47,0.0,1,988.1,3.6,264,4.4,1790.0
2023-12-12T11,40.0,58.1,39.4,114.0,15.7,20.7,73,0.0,1,988.0,3.7,299,3.8,1500.0
2023-12-12T12,69.4,100.4,68.8,60.0,21.3,20.5,55,0.0,0,988.0,3.8,343,3.2,40.0
2023-12-12T13,92.7,133.6,87.3,42.0,31.8,17.3,67,0.0,1,988.2,5.8,30,4.1,40.0
2023-12-12T14,115.3,166.2,112.2,18.0,46.3,15.2,76,0.0,1,988.6,7.6,45,6.9,40.0
2023-12-12T15,127.1,183.0,127.6,1.0,56.4,14.9,75,0.0,0,989.0,6.6,61,10.5,40.0
2023-12-12T16,129.5,186.3,123.8,0.0,58.1,13.6,80,0.0,0,989.5,8.5,78,14.0,40.0
2023-12-12T17,132.2,190.9,110.4,4.0,55.4,13.2,81,0.0,0,990.1,7.9,114,11.9,40.0
2023-12-12T18,133.6,192.8,99.8,8.0,52.8,14.4,74,0.0,0,990.2,5.5,101,9.1,35.0
2023-12-12T19,132.7,191.4,98.0,6.0,51.7,11.7,86,0.0,0,989.7,8.1,45,11.3,30.0
2023-12-12T20,132.2,190.9,99.0,2.0,50.6,10.8,90,0.0,0,989.5,8.0,54,11.0,25.0
2023-12-12T21,130.4,188.1,97.5,0.0,49.1,10.2,91,0.0,0,989.2,7.9,66,10.3,25.0
2023-12-12T22,127.6,184.4,90.2,2.0,46.5,9.9,92,0.0,0,989.1,7.4,61,11.2,25.0
2023-12-12T23,122.9,177.9,80.4,6.0,43.5,9.6,93,0.0,0,989.2,8.2,61,11.3,20.0
2023-12-13T00,131.8,190.9,78.3,2.0,45.3,10.9,85,0.0,0,989.9,5.8,86,8.7,20.0
2023-12-13T01,131.8,190.9,79.0,3.0,46.3,11.1,91,0.0,0,990.8,1.4,180,5.1,20.0
2023-12-13T02,139.7,202.1,79.1,8.0,47.8,9.4,96,0.0,0,991.3,2.8,230,1.8,20.0
2023-12-13T03,150.4,217.5,73.1,28.0,48.7,11.8,92,0.0,0,992.4,3.1,249,2.9,45.0
2023-12-13T04,134.6,194.6,55.2,81.0,49.8,15.0,82,0.0,0,993.4,1.8,259,3.1,130.0
2023-12-13T05,113.2,164.4,31.2,149.0,50.4,18.0,71,0.0,0,993.6,1.0,315,1.6,285.0
2023-12-13T06,91.3,133.2,12.9,196.0,47.7,20.2,61,0.0,0,992.6,2.5,360,3.3,500.0
2023-12-13T07,71.0,103.6,4.2,203.0,38.4,21.6,54,0.0,0,991.9,2.9,330,3.4,1185.0
2023-12-13T08,51.9,75.9,1.2,189.0,25.9,22.2,51,0.0,0,991.0,3.9,304,4.7,1395.0
2023-12-13T09,40.7,60.1,3.9,168.0,17.1,22.6,46,0.0,0,990.5,5.6,297,7.2,1500.0
2023-12-13T10,38.8,57.4,14.8,143.0,15.3,22.3,45,0.0,0,990.4,6.7,306,8.5,1450.0
2023-12-13T11,45.2,66.4,31.3,112.0,17.3,20.3,63,0.0,0,990.4,5.2,326,10.6,490.0
2023-12-13T12,57.5,112.2,51.3,94.0,25.9,16.7,67,0.0,5,990.1,10.0,345,12.3,95.0
2023-12-13T13,72.6,127.6,52.2,81.0,27.7,15.7,66,0.0,100,991.2,9.4,2,15.9,70.0
2023-12-13T14,84.1,135.0,53.2,64.0,30.2,14.8,66,0.0,74,991.6,7.9,3,19.1,65.0
