hour_utc,pm25,pm10,no2,o3,so2,pm25_n,pm10_n,no2_n,o3_n,so2_n
2019-05-02T13,144.0,2629.667,13.933,119.43,7.467,1,1,1,1,1
2019-05-02T14,60.0,639.0,12.5,112.625,9.7,1,1,1,1,1
2019-05-02T15,46.333,155.667,15.033,106.397,15.95,1,1,1,1,1
2019-05-02T16,65.0,151.0,14.1,111.973,16.7,1,1,1,1,1
2019-05-02T17,33.667,264.667,8.233,108.957,12.1,1,1,1,1,1
2019-05-02T18,28.0,99.0,6.917,100.81,9.5,2,2,2,2,2
2019-05-02T19,33.0,84.0,6.45,97.845,11.85,1,1,1,1,1
2019-05-02T20,27.0,66.0,9.7,87.78,13.0,1,1,1,1,1
2019-05-02T21,38.0,105.0,17.2,75.43,31.25,1,1,1,1,1
2019-05-02T22,79.0,181.5,17.55,61.24,35.45,1,1,1,1,1
2019-05-02T23,88.0,216.0,24.875,49.98,45.225,1,1,1,1,1
2019-05-03T00,104.5,281.25,24.075,52.052,44.175,1,1,1,1,1
2019-07-11T10,48.0,255.0,8.5,71.97,6.8,1,1,1,1,1
2019-07-11T11,49.5,261.75,10.425,73.72,5.9,1,1,1,1,1
2019-07-11T12,57.5,292.25,11.7,65.945,6.825,1,1,1,1,1
2019-07-11T13,65.75,298.75,13.675,52.378,9.325,1,1,1,1,1
2019-07-11T14,56.75,213.25,14.675,49.04,9.175,1,1,1,1,1
2019-07-11T15,50.0,176.25,14.625,40.587,3.533,1,1,1,1,1
2019-07-11T16,51.75,183.75,16.25,32.365,5.525,1,1,1,1,1
2019-07-11T17,57.5,191.0,15.0,26.945,6.425,1,1,1,1,1
2019-07-11T18,58.0,176.5,15.383,20.886,5.483,2,2,2,2,2
2019-07-11T19,53.0,158.75,18.875,13.235,4.175,1,1,1,1,1
2019-07-11T20,52.75,145.25,22.625,8.198,4.15,1,1,1,1,1
2019-07-11T21,52.25,148.75,24.15,5.578,4.3,1,1,1,1,1
2019-07-11T22,53.25,136.5,18.675,6.843,4.0,1,1,1,1,1
2019-07-11T23,52.75,131.25,20.375,4.497,4.075,1,1,1,1,1
2019-07-12T00,52.0,139.75,19.925,2.745,4.225,1,1,1,1,1
2019-07-12T01,54.0,140.0,16.8,5.678,221.5,1,1,1,1,1
2019-07-12T02,45.25,154.0,24.8,19.09,5.125,1,1,1,1,1
2019-07-12T03,63.0,328.75,11.175,10.633,7.233,1,1,1,1,1
2019-07-12T04,65.0,516.333,11.067,22.897,6.967,1,1,1,1,1
2019-07-12T05,66.25,459.25,9.25,23.372,7.6,1,1,1,1,1
2019-07-12T06,105.0,854.0,3.675,23.617,3.125,1,1,1,1,1
2019-07-12T07,141.5,1206.75,3.6,29.867,2.1,1,1,1,1,1
2019-07-12T08,147.75,1221.25,4.175,37.868,1.75,1,1,1,1,1
2019-07-12T09,123.5,1021.25,5.225,46.913,2.333,1,1,1,1,1
2019-07-12T10,87.5,688.5,7.65,59.55,5.55,1,1,1,1,1
2019-07-12T11,81.667,533.0,8.333,55.703,6.433,1,1,1,1,1
2019-07-12T12,79.25,557.25,9.9,50.923,6.65,1,1,1,1,1
